lga_name,suburb,latitude,longitude
Greater Dandenong,Keysborough,-38.0042683,145.1706992
Greater Shepparton,Kialla,-36.4324574,145.4693163
Greater Shepparton,Kialla East,-36.4324574,145.4693163
Greater Shepparton,Kialla West,-36.4324574,145.4693163
Bass Coast,Kilcunda,-38.6238593,145.6023644
Albury,Killara,-36.2373927,146.9661233
Moyne,Killarney,-38.2179522,142.2337184
Murrindindi,Killingworth,-37.3030137,145.402868
Mitchell,Kilmore,-37.2531649,144.9171412
Mitchell,Kilmore East,-37.2531649,144.9171412
Maroondah,Kilsyth,-37.8253798,145.3198788
Maroondah,Kilsyth South,-37.8253798,145.3198788
Murrindindi,Kinglake,-37.5087273,145.3696628
Murrindindi,Kinglake Central,-37.4666309,145.1596592
Murrindindi,Kinglake West,-37.4666309,145.1596592
Loddon,Kingower,-36.515547,143.8671868
Brimbank,Kings Park,-37.7435941,144.8016402
Banyule,Kingsbury,-37.6987006,145.0548502
Brimbank,Kingsville,-37.8146251,144.8456217
Buloke,Kinnabulla,-35.9221523,142.8312661
Loddon,Kinypanial,-36.3588489,143.7694626
Moyne,Kirkstall,-38.2179522,142.2337184
Strathbogie,Kirwans Bridge,-36.7719697,145.1155133
Mitchell,Kithbrook,-36.7549385,145.5801757
Moyne,Knebsworth,-38.0490245,141.9791849
Campaspe,Knowsley,-36.8919051,144.7412036
Knox,Knox City Centre,-37.8668518,145.220397
Knox,Knoxfield,-37.8887649,145.250782
Colac-Otway,Koallah,-38.1491105,143.1319209
Towong,Koetong,-36.1192035,147.5306312
Bass Coast,Kongwak,-38.5195374,145.7356129
Glenelg,Konongwootong,-37.4420537,141.7255991
Baw Baw,Koo Wee Rup,-38.1825837,145.5912693
Baw Baw,Koo Wee Rup North,-38.1825837,145.5912693
Swan Hill,Kooloonong,-34.9071543,143.1749726
Greater Shepparton,Koonda,-36.6078959,145.7133909
Gannawarra,Koondrook,-35.6445701,144.1174856
South Gippsland,Koonwarra,-38.5615123,145.9469958
Mildura,Koorlong,-34.678204,142.318772
Ballarat,Kooroocheang,-37.3708363,143.9541563
Baw Baw,Koorooman,-38.4586497,146.002705
Stonnington,Kooyong,-37.8535148,145.0355574
Murrindindi,Koriella,-37.1872994,145.6245586
Moorabool,Korobeit,-37.5934691,144.3248554
Moyne,Koroit,-38.2971689,142.3719834
Loddon,Korong Vale,-36.3588489,143.7694626
Gannawarra,Koroop,-35.7583662,143.8671868
Baw Baw,Korumburra,-38.4372473,145.8245558
Baw Baw,Korumburra South,-38.4372473,145.8245558
Campaspe,Kotta,-36.186252,144.5327632
Moira,Kotupna,-36.0388917,145.2038278
Campaspe,Koyuga,-36.2037168,144.8951287
Bass Coast,Krowera,-38.3930465,145.6911745
Mildura,Kulwin,-35.3571245,141.5991643
Buloke,Kurraca,-36.424265,143.6068646
Buloke,Kurraca West,-36.424265,143.6068646
Loddon,Kurting,-36.515547,143.8671868
Macedon Ranges,Kurunjang,-37.6095412,144.5875645
Campaspe,Kyabram,-36.2508546,145.093449
Campaspe,Kyabram South,-36.2508546,145.093449
Campaspe,Kyvalley,-36.2331845,144.9832134
Darebin,La Trobe University,-37.72165,145.0465813
Loddon,Laanecoorie,-36.9483008,143.9759139
Corangamite,Laang,-38.2633053,142.7455935
Baw Baw,Labertouche,-38.086187,145.7800733
Campaspe,Ladys Pass,-36.8919051,144.7412036
Buloke,Laen East,-36.3286415,142.9170407
Buloke,Lah,-36.2167744,142.4039296
Swan Hill,Lake Boga,-35.4661938,143.6285244
Ararat,Lake Bolac,-37.6978029,143.0029169
East Gippsland,Lake Bunga,-37.8136883,148.0299382
Gannawarra,Lake Charm,-35.6026039,143.8020236
Glenelg,Lake Condah,-37.9603082,141.5570726
Mansfield,Lake Eildon,-37.3038068,145.9804173
Ballarat,Lake Gardens,-37.5089149,143.7911684
Pyrenees,Lake Goldsmith,-37.4528631,143.3474304
Ararat,Lake Lonsdale,-37.1716807,142.5745556
Buloke,Lake Marmal,-36.2125211,143.4338092
Swan Hill,Lake Powell,-34.9071543,143.1749726
Moira,Lake Rowan,-36.2467001,145.958135
East Gippsland,Lake Tyers,-37.6989476,148.0299382
East Gippsland,Lake Tyers Beach,-37.8136883,148.0299382
Buloke,Lake Tyrrell,-35.3404178,142.7884171
Wellington,Lake Wellington,-38.2064012,147.1464245
Pyrenees,Lake Wongan,-37.4528631,143.3474304
East Gippsland,Lakes Entrance,-37.8136883,148.0299382
Buloke,Lalbert,-35.6565961,143.4122052
Whittlesea,Lalor,-37.6650543,145.0107588
Ballarat,Lamplough,-37.7122033,143.8671868
Campaspe,Lancaster,-36.2508546,145.093449
Bass Coast,Lance Creek,-38.6238593,145.6023644
Macedon Ranges,Lancefield,-37.2423687,144.7192376
Northern Grampians,Landsborough,-36.9882754,143.0888943
Northern Grampians,Landsborough West,-36.9882754,143.0888943
Bass Coast,Lang Lang,-38.3114378,145.5579927
Ballarat,Langdons Hill,-37.409312,143.8780526
Ararat,Langi Logan,-37.2971613,142.9170407
West Wimmera,Langkoop,-37.0613621,141.3050851
Greater Bendigo,Langley,-37.1335012,144.5656396
Frankston,Langwarrin,-38.1608986,145.1927835
Frankston,Langwarrin South,-38.1972006,145.1762197
Greater Geelong,Lara,-38.0110859,144.4561033
Baw Baw,Lardner,-38.0844084,146.002705
Colac-Otway,Larpent,-38.36853,143.4338092
Corangamite,Larralea,-37.9076784,143.1749726
Yarriambiack,Lascelles,-35.5546022,142.5959129
Cardinia,Launching Place,-37.8251456,145.5579927
Colac-Otway,Lavers Hill,-38.7443167,143.4122052
Hobsons Bay,Laverton,-37.8760399,144.7796581
Wyndham,Laverton North,-37.8294185,144.7796581
Loddon,Leaghur,-36.0772722,143.6935405
Horsham,Ledcourt,-36.9066682,142.6600232
Greater Bendigo,Leichardt,-36.6251143,144.0194472
Gannawarra,Leitchville,-35.9048344,144.2374759
Albury,Leneva,-36.2373927,146.9661233
Baw Baw,Leongatha,-38.4586497,146.002705
Greater Geelong,Leopold,-38.1833957,144.4451578
Hepburn,Lerderderg,-37.459275,144.3685809
Golden Plains,Lethbridge,-37.9633341,144.1065864
Baw Baw,Lillico,-38.1692482,145.9469958
Central Goldfields,Lillicur,-37.2153546,143.6718623
West Wimmera,Lillimur,-36.0603124,141.095836
Indigo,Lilliput,-36.1723841,146.4495924
Yarra Ranges,Lilydale,-37.7643547,145.3475331
Benalla,Lima,-36.675664,146.1588712
Benalla,Lima East,-36.675664,146.1588712
Benalla,Lima South,-36.675664,146.1588712
Murrindindi,Limestone,-37.3030137,145.402868
East Gippsland,Lindenow,-37.7994292,147.468383
Mildura,Lindsay Point,-34.3907124,141.4309582
Mildura,Linga,-35.1414078,141.7255991
Golden Plains,Linton,-37.7370214,143.5202874
Swan Hill,Liparoo,-34.7552395,142.7455935
Corangamite,Lismore,-37.8964298,143.3474304
Buloke,Litchfield,-36.3286415,142.9170407
Hepburn,Little Hampton,-37.459275,144.3685809
Greater Geelong,Little River,-37.9368044,144.4561033
Campaspe,Llanelly,-36.8021738,144.4779988
East Gippsland,Llowalong,-37.4228208,147.1915504
Bass Coast,Loch,-38.3930465,145.6911745
Baw Baw,Loch Valley,-37.7865626,146.0696009
Campaspe,Lockington,-36.2606223,144.4999001
Strathbogie,Locksley,-36.8222633,145.3807298
Loddon,Loddon Vale,-36.0765288,144.1283863
Central Goldfields,Logan,-36.6942531,143.5202874
Greater Geelong,Long Forest,-37.7356162,144.4123303
Greater Bendigo,Long Gully,-36.7665875,144.2920769
Baw Baw,Longwarry,-38.086187,145.7800733
Baw Baw,Longwarry North,-38.086187,145.7800733
Strathbogie,Longwood,-36.8222633,145.3807298
Surf Coast,Lorne,-38.528668,143.9324048
Golden Plains,Lovely Banks,-37.9873525,144.2811537
Moira,Lower Moira,-35.9921604,145.005249
Banyule,Lower Plenty,-37.7393287,145.112755
Latrobe (Vic.),Loy Yang,-38.2728501,146.5840737
Horsham,Lubeck,-36.9066682,142.6600232
Ballarat,Lucas,-37.5691087,143.8563224
East Gippsland,Lucknow,-37.6874281,147.5532762
Benalla,Lurg,-36.675664,146.1588712
Casey,Lynbrook,-38.0704681,145.2424941
Casey,Lyndhurst,-38.0704681,145.2424941
Glenelg,Lyons,-37.9678788,141.3889736
Hepburn,Lyonville,-37.286475,144.1938221
Casey,Lysterfield,-37.9368007,145.3032906
Casey,Lysterfield South,-37.9368007,145.3032906
Moyne,MacArthur,-38.0490245,141.9791849
Cardinia,Macclesfield,-37.9137981,145.4582381
Macedon Ranges,Macedon,-37.4205517,144.5546793
Wellington,Macks Creek,-38.5613687,146.6065057
Banyule,Macleod,-37.7248812,145.0769045
Banyule,Macleod West,-37.7248812,145.0769045
Gannawarra,Macorna North,-35.8021206,144.215646
Greater Geelong,Maddingley,-37.7356162,144.4123303
Ararat,Mafeking,-37.5195066,142.6172766
Wellington,Maffra,-37.6951451,146.9661233
Wellington,Maffra West Upper,-37.920365,146.8985944
Ballarat,Magpie,-37.7122033,143.8671868
Brimbank,Maidstone,-37.8146251,144.8456217
Moyne,Mailors Flat,-38.2901504,142.4625357
Mornington Peninsula,Main Ridge,-38.4018779,144.9721978
Murrindindi,Maintongoon,-37.1872994,145.6245586
Benalla,Major Plains,-36.4002774,145.958135
Loddon,Maldon,-36.9483008,143.9759139
East Gippsland,Mallacoota,-37.5130708,149.7718067
Hepburn,Malmsbury,-37.1840298,144.3576473
Stonnington,Malvern,-37.8535148,145.0355574
Glen Eira,Malvern East,-37.8763981,145.0548502
Melton,Mambourin,-37.8706337,144.5875645
Swan Hill,Manangatang,-35.0979662,142.9599661
Campaspe,Mandurang,-36.8021738,144.4779988
Mitchell,Mangalore,-36.9383316,145.1596592
Golden Plains,Manifold Heights,-38.1180538,144.2047333
Greater Geelong,Mannerim,-38.2049453,144.5875645
Golden Plains,Mannibadar,-37.7370214,143.5202874
East Gippsland,Manorina,-37.609984,148.8289611
Mansfield,Mansfield,-37.0313019,146.1365456
East Gippsland,Maramingo Creek,-37.5126059,149.5642369
Greater Geelong,Marcus Hill,-38.2049453,144.5875645
Baw Baw,Mardan,-38.4586497,146.002705
Colac-Otway,Marengo,-38.7494709,143.6285244
Maribyrnong,Maribyrnong,-37.7773364,144.9006313
Greater Shepparton,Marionvale,-36.2266803,145.4250118
Buloke,Marlbed,-35.9221523,142.8312661
Northern Grampians,Marnoo,-36.8204775,142.8312661
Northern Grampians,Marnoo West,-36.8204775,142.8312661
Greater Bendigo,Marong,-36.8284445,144.0630048
Greater Shepparton,Marraweeney,-36.6078959,145.7133909
Greater Geelong,Marshall,-38.1747227,144.3139277
Greater Shepparton,Marungi,-36.2266803,145.4250118
Central Goldfields,Maryborough,-37.0550295,143.6935405
Cardinia,Maryknoll,-38.0817495,145.5690835
Murrindindi,Marysville,-37.6356131,146.0696009
Latrobe (Vic.),Maryvale,-38.2671612,146.4495924
Buloke,Massey,-36.1476587,142.8312661
Golden Plains,Maude,-37.9939081,144.1938221
Mornington Peninsula,McCrae,-38.3562816,144.9336544
Central Goldfields,McIntyre,-36.8747643,143.6068646
Hepburn,McKenzie Hill,-37.0991896,144.1938221
Glen Eira,McKinnon,-37.9193526,145.0438252
Wellington,Mcloughlins Beach,-38.5234965,146.8985944
Yarra Ranges,Mcmahons Creek,-37.6990844,145.8023118
Gannawarra,McMillans,-35.8021206,144.215646
Gannawarra,Mead,-35.8021206,144.215646
Hume,Meadow Heights,-37.6539007,144.9226452
Gannawarra,Meatian,-35.4094202,143.5202874
South Gippsland,Meeniyan,-38.675332,145.8690603
Gannawarra,Meering West,-35.7583662,143.8671868
East Gippsland,Meerlieu,-37.4228208,147.1915504
Melbourne,Melbourne,-37.8152065,144.963937
Melbourne,Melbourne,-37.8301583,144.9804594
Hume,Melbourne Airport,-37.6679317,144.8401227
Macedon Ranges,Melton,-37.6095412,144.5875645
Melton,Melton South,-37.7810237,144.5437205
Macedon Ranges,Melton West,-37.6095412,144.5875645
East Gippsland,Melwood,-37.6874281,147.5532762
Kingston (Vic.),Mentone,-37.9786189,145.0741474
Cardinia,Menzies Creek,-37.9225135,145.3862638
Moyne,Mepunga,-38.4034955,142.6814062
Moyne,Mepunga East,-38.4034955,142.6814062
Moyne,Mepunga West,-38.4034955,142.6814062
Mildura,Merbein,-34.189156,141.8100218
Mildura,Merbein South,-34.189156,141.8100218
Mildura,Merbein West,-34.189156,141.8100218
Golden Plains,Meredith,-37.8585983,144.0194472
Mildura,Meringur,-34.3907124,141.4309582
Glenelg,Merino,-37.7322539,141.5781151
Darebin,Merlynston,-37.7343488,144.9666905
Nillumbik,Mernda,-37.5963626,145.1265477
Alpine,Merriang,-36.8466834,146.6962857
Mornington Peninsula,Merricks,-38.4161358,145.0548502
Mornington Peninsula,Merricks Beach,-38.3541527,145.1044805
Mornington Peninsula,Merricks North,-38.3541527,145.1044805
Greater Shepparton,Merrigum,-36.3624013,145.1706992
East Gippsland,Merrijig,-37.6874281,147.5532762
Greater Geelong,Merrimu,-37.7356162,144.4123303
Mildura,Merrinee,-34.3907124,141.4309582
Mansfield,Merton,-36.9771194,145.7356129
Mount Alexander,Metcalfe,-37.0470063,144.3685809
Greater Bendigo,Metcalfe East,-37.1335012,144.5656396
East Gippsland,Metung,-37.8600459,147.8367484
Hume,Mickleham,-37.5424079,144.9391595
Ararat,Middle Creek,-37.390738,143.1749726
Port Phillip,Middle Park,-37.8460268,144.9584302
South Gippsland,Middle Tarwin,-38.675332,145.8690603
Mitchell,Miepoll,-36.7549385,145.5801757
Horsham,Miga Lake,-36.8127092,141.8100218
Mildura,Mildura,-34.2151229,142.1169401
Whittlesea,Mill Park,-37.6649616,145.0658766
Yarra Ranges,Millgrove,-37.6990844,145.8023118
Campaspe,Milloo,-36.3147326,144.3248554
Loddon,Mincha,-36.0765288,144.1283863
Gannawarra,Mincha West,-35.8021206,144.215646
Corangamite,Mingay,-37.8964298,143.3474304
Moyne,Minhamite,-38.0416972,142.2974988
West Wimmera,Minimay,-36.7355842,141.2213044
Moyne,Minjah,-38.0951382,142.4891909
Loddon,Minmindie,-36.0772722,143.6935405
Yarriambiack,Minyip,-36.4286658,142.5745556
East Gippsland,Miowera,-37.4228208,147.1915504
Swan Hill,Miralie,-35.1548064,143.2827118
West Wimmera,Miram,-36.3811882,141.3784817
Baw Baw,Mirboo,-38.4049813,146.1812023
Baw Baw,Mirboo North,-38.4049813,146.1812023
Mansfield,Mirimbah,-37.0313019,146.1365456
Ararat,Mirranatwa,-37.6658132,142.318772
Whitehorse,Mitcham,-37.8219905,145.1983055
Whitehorse,Mitcham North,-37.8219905,145.1983055
Ballarat,Mitchell Park,-37.5089149,143.7911684
Strathbogie,Mitchellstown,-36.7719697,145.1155133
Campaspe,Mitiamo,-36.1663341,144.3904526
Horsham,Mitre,-36.8127092,141.8100218
Mildura,Mittyack,-35.3571245,141.5991643
Baw Baw,Modella,-38.086187,145.7800733
Surf Coast,Modewarre,-38.2482932,144.1283863
Baw Baw,Moe,-38.0474021,146.2929381
Surf Coast,Moggs Creek,-38.451657,144.0521131
Ararat,Mokepilly,-37.1716807,142.5745556
Murrindindi,Molesworth,-37.1696241,145.5136433
Mitchell,Molka,-36.7549385,145.5801757
Ballarat,Mollongghip,-37.7122033,143.8671868
Loddon,Mologa,-36.0765288,144.1283863
Benalla,Molyullah,-36.675664,146.1588712
Yarra Ranges,Monbulk,-37.8689357,145.4360858
Macedon Ranges,Monegeetta,-37.399104,144.7796581
Bass Coast,Monomeith,-38.3114378,145.5579927
Boroondara,Mont Albert,-37.8259003,145.0989646
Whitehorse,Mont Albert North,-37.8052948,145.1210303
Wellington,Montgomery,-38.2064012,147.1464245
Banyule,Montmorency,-37.7196403,145.1237889
Yarra Ranges,Montrose,-37.8083883,145.353065
Greater Geelong,Moolap,-38.1833957,144.4451578
Buloke,Moolerr,-36.7208653,143.1749726
Central Goldfields,Moolort,-37.0550295,143.6935405
Buloke,Moonambel,-37.0021242,143.2827118
Baw Baw,Moondarra,-38.0474021,146.2929381
Moonee Valley,Moonee Ponds,-37.7675363,144.9198932
Moreland,Moonee Vale,-37.761,144.9419122
Mount Alexander,Moonlight Flat,-37.0636472,144.2265602
Central Goldfields,Moonlight Flat,-37.0550295,143.6935405
Campaspe,Moora,-36.602205,145.005249
Kingston (Vic.),Moorabbin,-37.9403568,145.0576067
Kingston (Vic.),Moorabbin Airport,-37.9786189,145.0741474
Golden Plains,Moorabool,-37.9873525,144.2811537
Southern Grampians,Mooralla,-37.4235761,142.0639245
Greater Shepparton,Moorilim,-36.5881288,145.2480193
Campaspe,Moormbool West,-36.8919051,144.7412036
Mornington Peninsula,Moorooduc,-38.2501593,145.1265477
Yarra Ranges,Mooroolbark,-37.7822365,145.3309395
Greater Shepparton,Mooroopna,-36.2976747,145.2922335
Greater Shepparton,Mooroopna North,-36.2976747,145.2922335
Greater Shepparton,Mooroopna North West,-36.4591947,145.2038278
Mitchell,Moranding,-37.2531649,144.9171412
Kingston (Vic.),Mordialloc,-38.0005492,145.1044805
Darebin,Moreland,-37.7343488,144.9666905
Moreland,Moreland West,-37.761,144.9419122
Glenelg,Morgiana,-37.7255033,141.8945505
Surf Coast,Moriac,-38.2482932,144.1283863
Mornington Peninsula,Mornington,-38.2277083,145.0603633
Moorabool,Morrisons,-37.7625944,144.0630048
Northern Grampians,Morrl Morrl,-36.8204775,142.8312661
Ararat,Mortlake,-38.002399,142.8312661
Buloke,Morton Plains,-36.1476587,142.8312661
Latrobe (Vic.),Morwell,-38.2671612,146.4495924
East Gippsland,Mossiface,-37.2938907,148.2804541
Towong,Mount Alfred,-36.0696807,147.6892483
Alpine,Mount Beauty,-36.8124613,147.3270485
Ballarat,Mount Beckworth,-37.409312,143.8780526
South Gippsland,Mount Best,-38.9962856,146.3376699
Benalla,Mount Bruno,-36.5103613,146.1812023
Alpine,Mount Buffalo,-36.8264122,146.8760951
Cardinia,Mount Burnett,-37.9473069,145.5025595
Corangamite,Mount Bute,-37.8964298,143.3474304
Campaspe,Mount Camel,-36.8919051,144.7412036
Central Goldfields,Mount Cameron,-37.261355,143.8020236
Ararat,Mount Cole,-37.2971613,142.9170407
Melton,Mount Cottrell,-37.8706337,144.5875645
Yarra Ranges,Mount Dandenong,-37.8421584,145.3420015
Moorabool,Mount Doran,-37.7625944,144.0630048
Ararat,Mount Dryden,-37.1716807,142.5745556
Greater Geelong,Mount Duneed,-38.2617284,144.3248554
Baw Baw,Mount Eccles South,-38.4586497,146.002705
Mornington Peninsula,Mount Eliza,-38.1952209,145.0879338
Yarra Ranges,Mount Evelyn,-37.7791563,145.3917982
Central Goldfields,Mount Glasgow,-37.2153546,143.6718623
Central Goldfields,Mount Hooghly,-36.8747643,143.6068646
Pyrenees,Mount Lonarch,-37.1974706,143.4122052
Macedon Ranges,Mount Macedon,-37.3981393,144.5985292
Greater Shepparton,Mount Major,-36.2251044,145.7133909
Mornington Peninsula,Mount Martha,-38.287039,145.016269
Surf Coast,Mount Moriac,-38.2482932,144.1283863
Glenelg,Mount Napier,-37.7255033,141.8945505
Ballarat,Mount Pleasant,-37.5691087,143.8563224
Glenelg,Mount Richmond,-38.290126,141.4706543
Colac-Otway,Mount Sabine,-38.5115754,143.7043819
Latrobe (Vic.),Mount Tassie,-38.2728501,146.5840737
Murrindindi,Mount Toolebewong,-37.5848772,145.5136433
Golden Plains,Mount Wallace,-37.6114047,144.215646
Monash,Mount Waverley,-37.8772869,145.1265477
Baw Baw,Mountain View,-38.310594,145.7800733
Ararat,Moutajup,-37.6658132,142.318772
Bass Coast,Moyarra,-38.5195374,145.7356129
Wangaratta,Moyhu,-36.7449213,146.3153013
Ararat,Moyston,-37.2971613,142.9170407
Hepburn,Muckleford,-37.0991896,144.1938221
Mount Alexander,Muckleford South,-37.0911657,144.0630048
Alpine,Mudgegonga,-36.8466834,146.6962857
Monash,Mulgrave,-37.9267579,145.1762197
Glenelg,Mumbannar,-37.9678788,141.3889736
Moira,Mundoona,-36.1592629,145.3364703
Glenelg,Muntham,-37.4420537,141.7255991
Greater Shepparton,Murchison,-36.5881288,145.2480193
Greater Shepparton,Murchison East,-36.5881288,145.2480193
Greater Shepparton,Murchison North,-36.5881288,145.2480193
Golden Plains,Murgheboluc,-38.1180538,144.2047333
Indigo,Murmungee,-36.3851254,146.6962857
Buloke,Murnungin,-35.440122099999996,143.1749726
Gannawarra,Murrabit West,-35.7583662,143.8671868
Swan Hill,Murrawee,-35.281810899999996,143.5094722
Swan Hill,Murraydale,-35.281810899999996,143.5094722
Mildura,Murray-Sunset,-35.3571245,141.5991643
Mildura,Murrayville,-35.1673606,141.095836
East Gippsland,Murrindal,-37.2938907,148.2804541
Murrindindi,Murrindindi,-37.3030137,145.402868
Colac-Otway,Murroon,-38.4455968,143.8020236
Glen Eira,Murrumbeena,-37.8950779,145.0548502
Yarriambiack,Murtoa,-36.6209737,142.4891909
Hepburn,Musk,-37.286475,144.1938221
Campaspe,Muskerry,-36.6546373,144.5437205
Buloke,Myall,-35.3404178,142.7884171
Gannawarra,Myall,-35.7583662,143.8671868
Glenelg,Myamyn,-37.9678788,141.3889736
Greater Bendigo,Myers Flat,-36.6478425,144.1938221
Moorabool,Myrniong,-37.5934691,144.3248554
Wangaratta,Myrrhee,-36.7449213,146.3153013
Campaspe,Myrtle Creek,-36.8021738,144.4779988
Alpine,Myrtleford,-36.8466834,146.6962857
Buloke,Mysia,-36.424265,143.6068646
Gannawarra,Mystic Park,-35.7583662,143.8671868
Moira,Mywee,-35.9078595,145.4471613
Strathbogie,Nagambie,-36.7719697,145.1155133
Colac-Otway,Nalangil,-38.36853,143.4338092
Greater Shepparton,Nalinga,-36.2251044,145.7133909
Wellington,Nambrok,-38.2317005,146.8086278
Buloke,Nandaly,-35.3404178,142.7884171
Cardinia,Nangana,-37.9473069,145.5025595
Mildura,Nangiloc,-34.540636,142.1487691
Campaspe,Nanneella,-36.3317046,144.6533747
Wellington,Nap Nap Marra,-37.6951451,146.9661233
Cardinia,Nar Nar Goon,-38.0817495,145.5690835
Cardinia,Nar Nar Goon North,-38.0817495,145.5690835
Murrindindi,Narbethong,-37.553614,145.6467583
Ararat,Nareeb,-37.7609742,142.5745556
Glenelg,Nareen,-37.4420537,141.7255991
Buloke,Nareewillock,-36.2125211,143.4338092
Snowy Valleys,Nariel Valley,-36.4104992,147.9162555
Moira,Naring,-36.102425,145.5136433
Moyne,Naringal,-38.4034955,142.6814062
Moyne,Naringal East,-38.4034955,142.6814062
Colac-Otway,Naroghid,-38.3948462,143.1534436
Baw Baw,Narracan,-38.2177192,146.1812023
Buloke,Narraport,-35.9221523,142.8312661
Ararat,Narrapumelap South,-37.7609742,142.5745556
Glenelg,Narrawong,-38.2498873,141.9822579
Casey,Narre Warren,-38.0302499,145.3032906
Casey,Narre Warren East,-37.9788019,145.3309395
Casey,Narre Warren North,-37.9788019,145.3309395
Casey,Narre Warren South,-38.0302499,145.3032906
Swan Hill,Narrung,-34.9071543,143.1749726
Moira,Nathalia,-36.0388917,145.2038278
Central Goldfields,Natte Yallock,-37.0550295,143.6935405
Swan Hill,Natya,-34.9071543,143.1749726
Northern Grampians,Navarre,-36.9882754,143.0888943
Baw Baw,Nayook,-37.9211096,145.9915605
Mildura,Neds Corner,-34.3907124,141.4309582
Baw Baw,Neerim,-38.0093215,146.002705
Baw Baw,Neerim East,-38.0093215,146.002705
Baw Baw,Neerim Junction,-37.9211096,145.9915605
Baw Baw,Neerim North,-37.9211096,145.9915605
Baw Baw,Neerim South,-38.0093215,146.002705
Greater Bendigo,Neilborough,-36.469814,144.3904526
Alpine,Nelse,-36.8124613,147.3270485
Glenelg,Nelson,-38.0625136,141.1198886
Baw Baw,Nerrena,-38.4586497,146.002705
Ararat,Nerrin Nerrin,-37.6978029,143.0029169
Pyrenees,Nerring,-37.4528631,143.3474304
West Wimmera,Neuarpurr,-36.7355842,141.2213044
Macedon Ranges,New Gisborne,-37.4618532,144.620463
Baw Baw,Newborough,-38.0474021,146.2929381
Hepburn,Newbury,-37.459275,144.3685809
Greater Geelong,Newcomb,-38.176358,144.3849841
Corangamite,Newfield,-38.4984954,142.9385002
Macedon Ranges,Newham,-37.3324774,144.5437205
Bass Coast,Newhaven,-38.5282425,145.3862638
Ballarat,Newington,-37.5691087,143.8563224
Ballarat,Newlyn North,-37.3708363,143.9541563
East Gippsland,Newmerella,-37.7514308,148.42875
Hobsons Bay,Newport,-37.8352097,144.8786231
Wellington,Newry,-37.920365,146.8985944
Mount Alexander,Newstead,-37.0911657,144.0630048
Greater Geelong,Newtown,-38.155681,144.3521811
Mildura,Nichols Point,-34.678204,142.318772
East Gippsland,Nicholson,-37.8071978,147.7573
Brimbank,Niddrie,-37.7245197,144.8758725
Baw Baw,Nilma North,-38.0844084,146.002705
Buloke,Ninda,-35.3404178,142.7884171
Buloke,Nine Mile,-36.424265,143.6068646
Ararat,Nintingbool,-37.6978029,143.0029169
Greater Dandenong,Noble Park,-37.9641212,145.1762197
Greater Dandenong,Noble Park North,-37.9641212,145.1762197
Baw Baw,Noojee,-37.7865626,146.0696009
East Gippsland,Noorinbee,-37.5621735,149.1960526
East Gippsland,Noorinbee North,-37.5621735,149.1960526
Horsham,Noradjuha,-36.8127092,141.8100218
Greater Geelong,Norlane,-38.0788809,144.3576473
Indigo,Norong,-36.1723841,146.4495924
Greater Bendigo,North Bendigo,-36.7665875,144.2920769
Hepburn,North Blackwood,-37.459275,144.3685809
Greater Geelong,North Geelong,-38.1083132,144.3357845
Melbourne,North Melbourne,-37.7983816,144.9419122
Greater Geelong,North Shore,-38.0788809,144.3576473
Manningham,North Warrandyte,-37.7386037,145.2148736
Bass Coast,North Wonthaggi,-38.6238593,145.6023644
Darebin,Northcote,-37.7736132,144.9997396
Darebin,Northcote South,-37.7736132,144.9997396
Mitchell,Northwood,-37.0435482,145.2480193
Monash,Notting Hill,-37.9211962,145.1320653
East Gippsland,Nowa Nowa,-37.6989476,148.0299382
Ararat,Nowhere Creek,-37.1727781,143.2395973
Gannawarra,Nowie,-35.4094202,143.5202874
Alpine,Nug Nug,-36.8466834,146.6962857
Loddon,Nuggetty,-36.9483008,143.9759139
Macedon Ranges,Nulla Vale,-37.2423687,144.7192376
Corangamite,Nullawarre,-38.4984954,142.9385002
Corangamite,Nullawarre North,-38.4984954,142.9385002
Buloke,Nullawil,-35.845391,143.1965079
Moira,Numurkah,-36.102425,145.5136433
Manningham,Nunawading,-37.8239091,145.1762197
East Gippsland,Nungurner,-37.8136883,148.0299382
East Gippsland,Nunniong,-37.1819263,147.7799935
Nillumbik,Nutfield,-37.5885255,145.2148736
Swan Hill,Nyah,-35.1526896,143.3582223
Swan Hill,Nyah West,-35.1832549,143.3366401
Buloke,Nyarrin,-35.3404178,142.7884171
East Gippsland,Nyerimilang,-37.8136883,148.0299382
Cardinia,Nyora,-38.3054452,145.6800684
Moreland,Oak Park,-37.7044261,144.9336544
Hume,Oaklands Junction,-37.5930751,144.8401227
Monash,Oakleigh,-37.9006677,145.0989646
Monash,Oakleigh East,-37.9006677,145.0989646
Kingston (Vic.),Oakleigh South,-37.9193474,145.0989646
Gannawarra,Oakvale,-35.8651458,143.5202874
East Gippsland,Ocean Grange,-37.9215501,147.7573
Greater Geelong,Ocean Grove,-38.2573292,144.5382417
Cardinia,Officer,-38.0673549,145.4139392
Cardinia,Officer South,-38.0673549,145.4139392
Yarra Ranges,Olinda,-37.8532703,145.3751961
Colac-Otway,Ombersley,-38.260588,143.9541563
Alpine,Omeo,-37.022052,147.5079912
Alpine,Omeo Valley,-37.022052,147.5079912
Colac-Otway,Ondit,-38.36853,143.4338092
Moyne,Orford,-38.3689713,142.2007574
Glen Eira,Ormond,-37.9193526,145.0438252
